id,sku,name,price,imageUrl,colorName,colorHex,category,seasons,styles,emotionalWords,role,pass,behavior,movement,finish,palette,ep,es,blend,intensity,contrast,inStock,recommendedQty
product_1767008970467_4,96109NT.BRU,Dahlia 19.5'',8.4,"https://images.junipercdn.com/1075/96109nt-bru_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream White,#F5EFE7,hero,"['late summer', 'fall']","['vintage', 'romantic', 'elegant', 'rustic-chic']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,3
product_1767008970467_5,96109NT.BSPK,Dahlia 19.5'',8.4,"https://images.junipercdn.com/1075/96109nt-bspk_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Mauve Burgundy,#8B4B7A,hero,"['late summer', 'fall']","['traditional', 'romantic', 'dramatic']","['sophisticated', 'romantic', 'dramatic']",focal,1,heavy,still,matte,neutral-mid,reverence,tenderness,,"[2, 3]",unified,True,2
product_1767008970467_6,96109NT.LPC,Dahlia 19.5'',8.4,"https://images.junipercdn.com/1075/96109nt-lpc_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peach Cream,#F5C9A6,hero,"['late summer', 'fall']","['traditional', 'romantic', 'vintage']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767008970467_10,96341NT.DLV,Rose Dutchess Full Open Short Stem,10.5,"https://images.junipercdn.com/1075/96341nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose,#D4A5A5,hero,"['spring', 'fall', 'summer']","['romantic', 'elegant', 'vintage', 'traditional']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767008970467_11,96341NT.LNPC,Rose Dutchess Full Open Short Stem,10.5,"https://images.junipercdn.com/1075/96341nt-lnpc_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Coral,#E8A388,hero,"['spring', 'fall', 'summer']","['romantic', 'traditional', 'elegant', 'vintage']","['romantic', 'elegant', 'warm']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,5
product_1767008970467_12,96342NT.LNPC,Rose Princess 21'',11.2,"https://images.junipercdn.com/1075/96342nt-lnpc_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose,#D4A5A5,hero,"['spring', 'fall', 'summer']","['romantic', 'vintage', 'elegant', 'traditional']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767008970468_13,96342NT.LP,Rose Princess 21'',11.2,"https://images.junipercdn.com/1075/96342nt-lp_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Pink,#F4C2C2,hero,"['year round', 'spring', 'summer']","['romantic', 'traditional', 'elegant', 'vintage']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767008970468_19,96346NT.CW,Tulip Double 26'',9.8,"https://images.junipercdn.com/1075/96346nt-cw_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Ivory White,#F8F5F0,hero,"['spring', 'summer']","['traditional', 'modern', 'elegant', 'minimalist']","['elegant', 'sophisticated', 'serene']",focal,1,mid,still,matte,neutral-light,reverence,reverence,,"[1, 2]",unified,True,3
product_1767008970468_20,96346NT.DLV,Tulip Double 26'',9.8,"https://images.junipercdn.com/1075/96346nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream White,#FFF8DC,hero,"['spring', 'early summer']","['traditional', 'romantic', 'elegant', 'contemporary']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,5
product_1767008970469_21,96346NT.LNPC,Tulip Double 26'',9.8,"https://images.junipercdn.com/1075/96346nt-lnpc_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Pink,#F4B5A1,hero,"['spring', 'early summer']","['romantic', 'contemporary', 'elegant', 'shabby-chic']","['elegant', 'romantic', 'soft', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,4
product_1767008970469_22,96349NT.CW,Anemone 17.5'',6.3,"https://images.junipercdn.com/1075/96349nt-cw_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream White,#F5F5DC,hero,"['spring', 'fall']","['traditional', 'romantic', 'modern']","['elegant', 'sophisticated', 'dramatic']",focal,1,mid,still,matte,neutral-light,reverence,reverence,,"[1, 2]",unified,True,5
product_1767008970469_23,96349NT.DLV,Anemone 17.5'',6.3,"https://images.junipercdn.com/1075/96349nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Pale Rose Pink,#F4C2C2,hero,"['spring', 'summer']","['romantic', 'garden', 'contemporary']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767008970469_24,96349NT.LNPC,Anemone 17.5'',6.3,"https://images.junipercdn.com/1075/96349nt-lnpc_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Pink,#F4A698,hero,"['spring', 'early summer']","['romantic', 'cottage', 'bohemian']","['romantic', 'elegant', 'delicate']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767008970470_29,96501NT.BRU,Dahlia  25'',12.95,"https://images.junipercdn.com/1075/96501nt-bru_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Soft Peach,#F4C2A7,hero,"['fall', 'summer']","['romantic', 'vintage', 'elegant', 'traditional']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767008970470_30,96501NT.BSPK,Dahlia  25'',12.95,"https://images.junipercdn.com/1075/96501nt-bspk_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Soft Peach,#F4C2A1,hero,"['autumn', 'spring']","['romantic', 'elegant', 'traditional', 'vintage']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767008970470_31,96501NT.DLV,Dahlia  25'',12.95,"https://images.junipercdn.com/1075/96501nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose Pink,#D4A5B8,hero,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'vintage', 'elegant']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767008970471_32,96501NT.LTMV,Dahlia  25'',12.95,"https://images.junipercdn.com/1075/96501nt-ltmv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Pink,#F4A58A,hero,"['spring', 'fall', 'summer']","['romantic', 'vintage', 'contemporary']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767008970471_33,96502NT.BI,Hydrangea 18'',14.7,"https://images.junipercdn.com/1075/96502nt-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Blush Pink,#F4C2C2,hero,"['spring', 'summer']","['romantic', 'traditional', 'cottage']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767008970471_34,96502NT.BU,Hydrangea 18'',14.7,"https://images.junipercdn.com/1075/96502nt-bu_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Wine Red,#722F37,hero,"['autumn', 'winter']","['traditional', 'elegant', 'rustic']","['sophisticated', 'rich', 'dramatic']",focal,1,heavy,still,matte,neutral-dark,reverence,warmth,,"[2, 3]",unified,True,2
product_1767008970471_35,96502NT.DLV,Hydrangea 18'',14.7,"https://images.junipercdn.com/1075/96502nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Soft Pink,#E8A5C0,hero,"['spring', 'summer']","['romantic', 'cottage', 'vintage']","['romantic', 'soft', 'elegant']",focal,1,mid,still,matte,neutral-mid,tenderness,tenderness,,"[1, 2]",unified,True,2
product_1767009003537_0,96503NT.BI,Hydrangea 25'',16.1,"https://images.junipercdn.com/1075/96503nt-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Soft Peachy Pink,#F5D5C8,hero,"['spring', 'summer']","['romantic', 'vintage', 'elegant', 'traditional']","['romantic', 'elegant', 'soft', 'vintage']",focal,2,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009003537_1,96503NT.BU,Hydrangea 25'',16.1,"https://images.junipercdn.com/1075/96503nt-bu_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Deep Burgundy,#722F37,hero,"['winter', 'fall']","['traditional', 'elegant', 'dramatic']","['sophisticated', 'dramatic', 'luxurious']",focal,1,heavy,still,matte,neutral-dark,reverence,awe,,"[2, 3]",unified,True,2
product_1767009003537_2,96503NT.DLV,Hydrangea 25'',16.1,"https://images.junipercdn.com/1075/96503nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Soft Rose Pink,#E8B5CC,hero,"['spring', 'summer']","['romantic', 'cottage', 'traditional']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009003538_3,96504.BI,Poppy 22.5'',5.04,"https://images.junipercdn.com/1075/96504-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Pure White,#FEFEFE,hero,"['spring', 'summer']","['modern', 'romantic', 'minimalist']","['pure', 'elegant', 'serene']",focal,1,light,reaching,matte,neutral-light,joy,reverence,,"[1, 2]",unified,True,5
product_1767009003538_4,96504.BU,Poppy 22.5'',5.04,"https://images.junipercdn.com/1075/96504-bu_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Deep Crimson,#B91C3C,hero,"['spring', 'summer']","['cottage', 'wildflower', 'romantic', 'contemporary']","['dramatic', 'romantic', 'natural']",focal,1,mid,still,matte,neutral-dark,awe,tenderness,,"[1, 2]",unified,True,2
product_1767009003538_6,96504.DSM,Poppy 22.5'',5.04,"https://images.junipercdn.com/1075/96504-dsm_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Red,#FF5F5F,hero,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'cottage']","['vibrant', 'romantic', 'classic']",focal,1,mid,sweeping,matte,neutral-mid,joy,tenderness,,"[1, 2]",unified,True,4
product_1767009003538_9,96505NT.DLV,Peony 27'',12.04,"https://images.junipercdn.com/1075/96505nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose,#C8829B,hero,"['spring', 'fall', 'summer']","['romantic', 'vintage', 'shabby-chic', 'elegant']","['romantic', 'vintage', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,tenderness,nostalgia,,"[1, 2]",unified,True,4
product_1767009003539_12,96506NT.BI,Peony 20.5'',14.0,"https://images.junipercdn.com/1075/96506nt-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Ivory Cream,#F5F5DC,hero,"['spring', 'summer']","['traditional', 'romantic', 'elegant', 'classic']","['elegant', 'romantic', 'luxurious']",focal,1,heavy,still,matte,neutral-light,reverence,tenderness,,"[2, 3]",unified,True,2
product_1767009003539_13,96506NT.CW,Peony 20.5'',14.0,"https://images.junipercdn.com/1075/96506nt-cw_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream,#F5F0E8,hero,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'elegant', 'rustic-chic']","['elegant', 'romantic', 'luxurious']",focal,1,heavy,still,matte,neutral-light,reverence,tenderness,,"[2, 3]",unified,True,2
product_1767009003539_14,96506NT.DLV,Peony 20.5'',14.0,"https://images.junipercdn.com/1075/96506nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose Pink,#D4A5B8,hero,"['spring', 'summer']","['romantic', 'traditional', 'garden', 'vintage']","['romantic', 'elegant', 'luxurious']",focal,1,heavy,still,matte,neutral-mid,tenderness,reverence,,"[2, 3]",unified,True,2
product_1767009003539_15,96506NT.DP,Peony 20.5'',14.0,"https://images.junipercdn.com/1075/96506nt-dp_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream White,#F5E6D3,hero,"['spring', 'summer']","['traditional', 'romantic', 'elegant', 'classic']","['elegant', 'romantic', 'luxurious']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767009003539_16,96506NT.LNPC,Peony 20.5'',14.0,"https://images.junipercdn.com/1075/96506nt-lnpc_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Pink,#F4C2A1,hero,"['spring', 'summer']","['romantic', 'traditional', 'garden', 'cottage']","['romantic', 'elegant', 'soft', 'luxurious']",focal,1,heavy,still,matte,neutral-mid,tenderness,reverence,,"[2, 3]",unified,True,2
product_1767009003539_17,96506NT.LPK,Peony 20.5'',14.0,"https://images.junipercdn.com/1075/96506nt-lpk_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Cream,#F5DDD1,hero,"['spring', 'fall', 'summer']","['romantic', 'traditional', 'elegant', 'vintage']","['romantic', 'elegant', 'luxurious']",focal,1,heavy,still,matte,neutral-light,tenderness,reverence,,"[2, 3]",unified,True,2
product_1767009003539_18,96506NT.LTMV,Peony 20.5'',14.0,"https://images.junipercdn.com/1075/96506nt-ltmv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Pink,#E57B7B,hero,"['spring', 'summer']","['romantic', 'traditional', 'cottage']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009003540_19,96507NT.DLV,Ranunculus 19.5'',9.8,"https://images.junipercdn.com/1075/96507nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose,#B8728E,hero,"['spring', 'fall', 'summer']","['romantic', 'vintage', 'elegant', 'bohemian']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,3
product_1767009003540_21,96508NT.BI,Ranunculus 22'',9.24,"https://images.junipercdn.com/1075/96508nt-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Soft Peach Cream,#F5E6D3,hero,"['spring', 'summer']","['romantic', 'vintage', 'elegant']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-light,tenderness,reverence,,"[1, 2]",unified,True,5
product_1767009003540_22,96508NT.BU,Ranunculus 22'',9.24,"https://images.junipercdn.com/1075/96508nt-bu_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Deep Burgundy,#6B1538,hero,"['spring', 'winter', 'fall']","['romantic', 'elegant', 'traditional', 'luxury']","['elegant', 'romantic', 'luxurious', 'dramatic']",focal,1,mid,still,matte,neutral-dark,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767009003540_23,96508NT.DLV,Ranunculus 22'',9.24,"https://images.junipercdn.com/1075/96508nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose Pink,#D4A5A5,hero,"['spring', 'fall', 'summer']","['romantic', 'vintage', 'elegant', 'traditional']","['sophisticated', 'romantic', 'elegant']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,5
product_1767009003540_24,96508NT.DP,Ranunculus 22'',9.24,"https://images.junipercdn.com/1075/96508nt-dp_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Blush Pink,#F4C2C2,hero,"['spring', 'summer']","['romantic', 'shabby-chic', 'traditional']","['romantic', 'delicate', 'elegant']",focal,1,mid,still,matte,neutral-mid,tenderness,peace,,"[1, 2]",unified,True,4
product_1767009003540_25,96508NT.DSM,Ranunculus 22'',9.24,"https://images.junipercdn.com/1075/96508nt-dsm_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Pink,#FF8A80,hero,"['spring', 'summer']","['romantic', 'traditional', 'cottage']","['romantic', 'elegant', 'delicate']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,4
product_1767009003541_26,96508NT.LTMV,Ranunculus 22'',9.24,"https://images.junipercdn.com/1075/96508nt-ltmv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Pink,#FF9999,hero,"['spring', 'summer']","['romantic', 'traditional', 'shabby-chic']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,5
product_1767009003542_32,96510NT.BI,Rose Dove Open Short Stem 20'',12.04,"https://images.junipercdn.com/1075/96510nt-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream Peach,#F5E6D3,hero,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'vintage', 'elegant']","['elegant', 'romantic', 'refined']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,5
product_1767009003542_33,96510NT.DLV,Rose Dove Open Short Stem 20'',12.04,"https://images.junipercdn.com/1075/96510nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Mauve Pink,#C49AA0,hero,"['spring', 'fall', 'summer']","['romantic', 'vintage', 'elegant', 'traditional']","['elegant', 'romantic', 'vintage']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,3
product_1767009003542_34,96510NT.DP,Rose Dove Open Short Stem 20'',12.04,"https://images.junipercdn.com/1075/96510nt-dp_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Pale Rose Pink,#F5D5D0,hero,"['year round', 'spring', 'summer']","['romantic', 'traditional', 'elegant', 'vintage']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,5
product_1767009003542_35,96510NT.DSM,Rose Dove Open Short Stem 20'',12.04,"https://images.junipercdn.com/1075/96510nt-dsm_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Orange,#E67E4A,hero,"['spring', 'fall', 'summer']","['romantic', 'traditional', 'garden', 'elegant']","['romantic', 'elegant', 'warm']",focal,1,mid,reaching,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009042309_0,96510NT.LTMV,Rose Dove Open Short Stem 20'',12.04,"https://images.junipercdn.com/1075/96510nt-ltmv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peach Coral,#E8A07C,hero,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'elegant', 'vintage']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,4
product_1767009042310_1,96511NT.BI,Rose Ambridge Stem X 2 19'',13.44,"https://images.junipercdn.com/1075/96511nt-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peach Coral,#FFB091,hero,"['spring', 'summer']","['romantic', 'garden', 'traditional']","['romantic', 'elegant', 'dimensional']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009042310_3,96511NT.DSM,Rose Ambridge Stem X 2 19'',13.44,"https://images.junipercdn.com/1075/96511nt-dsm_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Pink,#F4A688,hero,"['spring', 'summer']","['traditional', 'romantic', 'vintage']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009042310_4,96511NT.LTMV,Rose Ambridge Stem X 2 19'',13.44,"https://images.junipercdn.com/1075/96511nt-ltmv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Pink,#E8A298,hero,"['spring', 'summer']","['romantic', 'traditional', 'elegant', 'shabby-chic']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,sweeping,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009042310_5,96512NT.BI,Rose Dutchess Open Short Stem 20'',12.04,"https://images.junipercdn.com/1075/96512nt-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream Peach,#F5D5AE,hero,"['spring', 'fall', 'summer']","['romantic', 'elegant', 'vintage', 'classic']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767009042310_6,96512NT.DLV,Rose Dutchess Open Short Stem 20'',12.04,"https://images.junipercdn.com/1075/96512nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose Pink,#C8A2A8,hero,"['spring', 'fall', 'summer']","['romantic', 'vintage', 'elegant', 'traditional']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,5
product_1767009042310_7,96512NT.LTMV,Rose Dutchess Open Short Stem 20'',12.04,"https://images.junipercdn.com/1075/96512nt-ltmv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Champagne Peach,#F4C2A1,hero,"['spring', 'fall', 'summer']","['romantic', 'vintage', 'elegant', 'traditional']","['romantic', 'elegant', 'warm']",focal,1,mid,still,metallic,champagne,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009042311_8,96513NT.BI,Rose Juliet Bud Lg. 20.5'',9.66,"https://images.junipercdn.com/1075/96513nt-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Ivory White,#F8F6F0,hero,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'elegant', 'classic']","['elegant', 'romantic', 'classic']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,3
product_1767009042311_9,96513NT.BU,Rose Juliet Bud Lg. 20.5'',9.66,"https://images.junipercdn.com/1075/96513nt-bu_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Deep Burgundy,#722F37,hero,"['winter', 'fall']","['romantic', 'traditional', 'gothic', 'vintage']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,still,matte,neutral-dark,tenderness,reverence,,"[1, 2]",unified,True,3
product_1767009042311_10,96513NT.CW,Rose Juliet Bud Lg. 20.5'',9.66,"https://images.junipercdn.com/1075/96513nt-cw_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream White,#F5F0E8,hero,"['all season', 'spring', 'summer']","['traditional', 'romantic', 'elegant', 'bridal']","['elegant', 'romantic', 'classic']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,3
product_1767009042311_11,96513NT.DLV,Rose Juliet Bud Lg. 20.5'',9.66,"https://images.junipercdn.com/1075/96513nt-dlv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose Pink,#D4A5A5,hero,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'vintage', 'elegant']","['romantic', 'elegant', 'vintage']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009042311_12,96513NT.DP,Rose Juliet Bud Lg. 20.5'',9.66,"https://images.junipercdn.com/1075/96513nt-dp_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream,#FFF5F0,hero,"['year round', 'spring', 'summer']","['traditional', 'romantic', 'elegant', 'classic']","['elegant', 'romantic', 'timeless']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,5
product_1767009042311_13,96513NT.DSM,Rose Juliet Bud Lg. 20.5'',9.66,"https://images.junipercdn.com/1075/96513nt-dsm_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Pink,#E67E5B,hero,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'classic', 'elegant']","['romantic', 'elegant', 'classic']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,5
product_1767009042311_14,96513NT.LTMV,Rose Juliet Bud Lg. 20.5'',9.66,"https://images.junipercdn.com/1075/96513nt-ltmv_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Pink,#F4A588,hero,"['year round', 'spring', 'summer']","['romantic', 'traditional', 'elegant', 'vintage']","['romantic', 'elegant', 'gentle']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,3
product_1767009042312_15,96513NT.RD,Rose Juliet Bud Lg. 20.5'',9.66,"https://images.junipercdn.com/1075/96513nt-rd_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Burgundy,#8B1538,hero,['year round'],"['romantic', 'traditional', 'formal']","['romantic', 'elegant', 'dramatic']",focal,1,mid,still,gloss,neutral-dark,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767009042313_23,96520NT.DPK,Rose Dutchess Open Short Stem S. 20,10.5,"https://images.junipercdn.com/1075/96520nt-dpk_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Pink,#E8967B,hero,"['spring', 'fall', 'summer']","['romantic', 'vintage', 'elegant', 'classic']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,3
product_1767009042315_32,96523NT.LPC,Rose Emmanuelle Stem 22.5'',16.8,"https://images.junipercdn.com/1075/96523nt-lpc_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Coral,#E8967A,hero,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'garden', 'vintage']","['elegant', 'romantic', 'luxurious']",focal,1,heavy,still,matte,neutral-mid,reverence,tenderness,,"[2, 3]",unified,True,2
product_1767009042315_33,96524NT.BI,Rose Cressida Short Stem 20'',11.2,"https://images.junipercdn.com/1075/96524nt-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Cream Ivory,#F5F5DC,hero,"['year round', 'spring', 'summer']","['traditional', 'romantic', 'elegant', 'vintage']","['elegant', 'romantic', 'classic']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,5
product_1767009042315_34,96524NT.DPK,Rose Cressida Short Stem 20'',11.2,"https://images.junipercdn.com/1075/96524nt-dpk_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Pink,#E87B7B,hero,"['spring', 'fall', 'summer']","['romantic', 'traditional', 'elegant', 'vintage']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,reverence,tenderness,,"[1, 2]",unified,True,5
product_1767009042315_35,96524NT.LPC,Rose Cressida Short Stem 20'',11.2,"https://images.junipercdn.com/1075/96524nt-lpc_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Peach,#F4A482,hero,"['spring', 'fall', 'summer']","['romantic', 'traditional', 'garden', 'vintage']","['romantic', 'warm', 'elegant']",focal,1,mid,still,matte,neutral-mid,tenderness,warmth,,"[1, 2]",unified,True,5
product_1767009072113_0,96525NT.BRU,Peony 21.5'',9.24,"https://images.junipercdn.com/1075/96525nt-bru_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Blush Pink,#F4C2C2,hero,"['spring', 'summer']","['romantic', 'traditional', 'garden', 'shabby-chic']","['romantic', 'elegant', 'luxurious']",focal,1,heavy,still,matte,neutral-mid,tenderness,reverence,,"[2, 3]",unified,True,2
